idx	id	scientific.name	family	taxon.rank	taxon.status	search.str	threat.status	original.search
943	103166	Polygala fendleri Chodat	Polygalaceae	species	accepted	Polygala fendleri	LC	Polygala fendleri
944	20557	Polygala hygrophila Kunth	Polygalaceae	species	accepted	Polygala hygrophila	NA	Polygala hygrophila
946	30436	Byrsonima basiloba A.Juss.	Malpighiaceae	species	accepted	Byrsonima basiloba	NA	Byrsonima basiloba
947	15181	Lippia pusilla T.R.S.Silva & Salimena	Verbenaceae	species	accepted	Lippia pusilla	LC	Lippia pusilla
948	14252	Rudgea erythrocarpa Müll.Arg.	Rubiaceae	species	accepted	Rudgea erythrocarpa	EN	Rudgea erythrocarpa
949	20963	Serjania marginata Casar.	Sapindaceae	species	accepted	Serjania marginata	NA	Serjania marginata
950	30577	Phragmocarpidium heringeri Krapov.	Malvaceae	species	accepted	Phragmocarpidium heringeri	NA	Phragmocarpidium heringeri
951	102180	Sphaerorrhiza sarmentiana (Gardner ex Hook.) Roalson & Boggan	Gesneriaceae	species	accepted	Sphaerorrhiza sarmentiana	LC	Sphaerorrhiza sarmentiana
952	7882	Sinningia allagophylla (Mart.) Wiehler	Gesneriaceae	species	accepted	Sinningia allagophylla	NA	Sinningia allagophylla
953	27423	Strophopappus speciosus (Less.) R.Esteves	Asteraceae	species	accepted	Strophopappus speciosus	NA	Stilpnopappus speciosus
954	22233	Piptocarpha opaca (Benth.) Baker	Asteraceae	species	accepted	Piptocarpha opaca	NA	Piptocarpha opaca
955	21560	Cissus campestris (Baker) Planch.	Vitaceae	species	accepted	Cissus campestris	NA	Cissus campestris
956	27079	Grazielia gaudichaudeana (DC.) R.M.King & H.Rob.	Asteraceae	species	accepted	Grazielia gaudichaudeana	NA	Grazielia gaudichaudeana
957	30565	Pavonia pterocarpa R.E.Fries	Malvaceae	species	accepted	Pavonia pterocarpa	NA	Pavonia pterocarpa
958	5272	Chaptalia integerrima (Vell.) Burkart	Asteraceae	species	accepted	Chaptalia integerrima	NA	Chaptalia integerrima
959	22239	Pseudelephantopus spiralis Cronquist	Asteraceae	species	accepted	Pseudelephantopus spiralis	NA	Pseudelephantopus spiralis
960	20968	Serjania ovalifolia Radlk.	Sapindaceae	species	accepted	Serjania ovalifolia	NA	Serjania ovalifolia
961	5422	Mikania ramosissima Gardner	Asteraceae	species	accepted	Mikania ramosissima	NA	Mikania ramosissima
962	86017	Syzygium cumini (L.) Skeels	Myrtaceae	species	accepted	Syzygium cumini	NA	Syzygium cumini
963	10871	Psidium laruotteanum Cambess.	Myrtaceae	species	accepted	Psidium laruotteanum	NA	Psidium laruotteanum
964	32506	Prunus chamissoana Koehne	Rosaceae	species	accepted	Prunus chamissoana	NA	Prunus chamissoana
965	12765	Piper crassinervium Kunth	Piperaceae	species	accepted	Piper crassinervium	NA	Piper crassinervium
966	29295	Manihot gracilis Pohl	Euphorbiaceae	species	accepted	Manihot gracilis	NA	Manihot gracilis
967	29314	Manihot pusilla Pohl	Euphorbiaceae	species	accepted	Manihot pusilla	NA	Manihot pusilla
968	4879	Ilex affinis Gardner	Aquifoliaceae	species	accepted	Ilex affinis	NA	Ilex affinis
969	138250	Ficus insipida Willd.	Moraceae	species	accepted	Ficus insipida	NA	Ficus insipida
970	4904	Ilex paraguariensis A.St.-Hil.	Aquifoliaceae	species	accepted	Ilex paraguariensis	LC	Ilex paraguariensis
972	28418	Ipomoea pinifolia Meisn.	Convolvulaceae	species	accepted	Ipomoea pinifolia	NA	Ipomoea pinifolia
973	14805	Solanum lycocarpum A.St.-Hil.	Solanaceae	species	accepted	Solanum lycocarpum	NA	Solanum lycocarpum
974	106826	Ipomoea saopaulista O'Donell	Convolvulaceae	species	accepted	Ipomoea saopaulista	NA	Ipomoea saopaulista
975	14623	Capsicum baccatum L.	Solanaceae	species	accepted	Capsicum baccatum	NA	Capsicum baccatum
977	14800	Solanum laxum Spreng.	Solanaceae	species	accepted	Solanum laxum	NA	Solanum laxum
979	12790	Piper hispidum Sw.	Piperaceae	species	accepted	Piper hispidum	NA	Piper hispidum
980	36140	Manihot divergens Pohl	Euphorbiaceae	species	accepted	Manihot divergens	NA	Manihot divergens
981	14757	Solanum crinitum Lam.	Solanaceae	species	accepted	Solanum crinitum	NA	Solanum crinitum
982	7028	Ipomoea batatoides Choisy	Convolvulaceae	species	accepted	Ipomoea batatoides	NA	Ipomoea batatoides
983	88047	Capsicum frutescens L.	Solanaceae	species	accepted	Capsicum frutescens	NA	Capsicum frutescens
984	88046	Capsicum chinense Jacq.	Solanaceae	species	accepted	Capsicum chinense	NA	Capsicum chinense
985	29330	Manihot triphylla Pohl	Euphorbiaceae	species	accepted	Manihot triphylla	NA	Manihot triphylla
986	29318	Manihot sparsifolia Pohl	Euphorbiaceae	species	accepted	Manihot sparsifolia	NA	Manihot sparsifolia
987	29297	Manihot hilariana Baill.	Euphorbiaceae	species	accepted	Manihot hilariana	NA	Manihot hilariana
988	101436	Aenigmatanthera lasiandra (A.Juss.) W.R.Anderson	Malpighiaceae	species	accepted	Aenigmatanthera lasiandra	NA	Aenigmatanthera lasiandra
989	30180	Salvia cerradicola E.P.Santos	Lamiaceae	species	accepted	Salvia cerradicola	NA	Salvia cerradicola
990	27037	Disynaphia spathulata (Hook. & Arn.) R.M.King & H.Rob.	Asteraceae	species	accepted	Disynaphia spathulata	NA	Disynaphia spathulata
991	28312	Kielmeyera corymbosa Mart. & Zucc.	Calophyllaceae	species	accepted	Kielmeyera corymbosa	NA	Kielmeyera corymbosa
992	19702	Microlicia viminalis (DC.) Triana	Melastomataceae	species	accepted	Microlicia viminalis	NA	Microlicia viminalis
993	105450	Turnera humilis Arbo	Turneraceae	species	accepted	Turnera humilis	NA	Turnera humilis
994	117471	Handroanthus spongiosus (Rizzini) S.Grose	Bignoniaceae	species	accepted	Handroanthus spongiosus	EN	Handroanthus spongiosus
995	27214	Lessingianthus polyphyllus (Sch.Bip. ex Baker) H.Rob.	Asteraceae	species	accepted	Lessingianthus polyphyllus	NA	Lessingianthus polyphyllus
996	27187	Lessingianthus floccosus (Gardner) H.Rob.	Asteraceae	species	accepted	Lessingianthus floccosus	NA	Lessingianthus floccosus
997	109540	Dimerostemma brasilianum Cass.	Asteraceae	species	accepted	Dimerostemma brasilianum	NA	Dimerostemma brasilianum
998	10828	Plinia cauliflora (Mart.) Kausel	Myrtaceae	species	accepted	Plinia cauliflora	NA	Plinia cauliflora
999	26235	Justicia sarothroides Lindau	Acanthaceae	species	accepted	Justicia sarothroides	NA	Justicia sarothroides
1000	25381	Evolvulus pterygophyllus Mart.	Convolvulaceae	species	accepted	Evolvulus pterygophyllus	NA	Evolvulus pterygophyllus
1001	9858	Pterolepis repanda (DC.) Triana	Melastomataceae	species	accepted	Pterolepis repanda	NA	Pterolepis repanda
1002	127269	Asemeia lindmaniana (Chodat) J.F.B.Pastore & J.R.Abbott	Polygalaceae	species	accepted	Asemeia lindmaniana	NA	Asemeia lindmaniana
1003	31719	Ouratea riedeliana Engl.	Ochnaceae	species	accepted	Ouratea riedeliana	NA	Ouratea riedeliana
1004	25897	Sauvagesia linearifolia A.St.-Hil.	Ochnaceae	species	accepted	Sauvagesia linearifolia	NA	Sauvagesia linearifolia
1005	26462	Mandevilla myriophyllum (Taub.) Woodson	Apocynaceae	species	NA	Mandevilla myriophyllum	NA	Mandevilla myriophyllum
1006	28328	Kielmeyera variabilis Mart. & Zucc.	Calophyllaceae	species	accepted	Kielmeyera variabilis	NA	Kielmeyera variabilis
1007	7785	Schultesia guianensis (Aubl.) Malme	Gentianaceae	species	accepted	Schultesia guianensis	LC	Schultesia guianensis
1008	8744	Cuphea carthagenensis (Jacq.) J.Macbr.	Lythraceae	species	accepted	Cuphea carthagenensis	NA	Cuphea carthagenensis
1009	10715	Myrcia laruotteana Cambess.	Myrtaceae	species	accepted	Myrcia laruotteana	NA	Myrcia laruotteana
1010	29702	Galactia neesii DC.	Fabaceae	species	accepted	Galactia neesii	LC	Galactia neesii
1011	7764	Deianira erubescens Cham. & Schltdl.	Gentianaceae	species	accepted	Deianira erubescens	NA	Deianira erubescens
1012	82602	Aeschynomene paniculata Willd. ex Vogel	Fabaceae	species	accepted	Aeschynomene paniculata	NA	Aeschynomene paniculata
1013	116893	Cuphea filiformis T.B.Cavalc. & S.A.Graham	Lythraceae	species	accepted	Cuphea filiformis	NA	Cuphea filiformis
1014	5241	Baccharis reticularia DC.	Asteraceae	species	accepted	Baccharis reticularia	NA	Baccharis reticularia
1015	36070	Euphorbia potentilloides Boiss.	Euphorbiaceae	species	accepted	Euphorbia potentilloides	NA	Euphorbia potentilloides
1016	29430	Aeschynomene paucifolia Vogel	Fabaceae	species	accepted	Aeschynomene paucifolia	NA	Aeschynomene paucifolia
1017	104817	Chrysolaena cognata (Less.) Dematt.	Asteraceae	species	accepted	Chrysolaena cognata	NA	Chrysolaena cognata
1018	7747	Calolisianthus amplissimus (Mart.) Gilg	Gentianaceae	species	accepted	Calolisianthus amplissimus	NA	Calolisianthus amplissimus
1020	10776	Myrcia venulosa DC.	Myrtaceae	species	accepted	Myrcia venulosa	LC	Myrcia venulosa
1021	7053	Ipomoea procumbens Mart. ex Choisy	Convolvulaceae	species	accepted	Ipomoea procumbens	NA	Ipomoea procumbens
1022	8394	Cassytha filiformis L.	Lauraceae	species	accepted	Cassytha filiformis	NA	Cassytha filiformis
1023	27027	Dimerostemma humboldtianum (Gardner) H.Rob.	Asteraceae	species	accepted	Dimerostemma humboldtianum	NA	Dimerostemma humboldtianum
1024	136634	Waltheria indica L.	Malvaceae	species	accepted	Waltheria indica	NA	Waltheria indica
1025	30176	Marsypianthes montana Benth.	Lamiaceae	species	accepted	Marsypianthes montana	NA	Marsypianthes montana
1026	27119	Inulopsis phoenix G.L.Nesom	Asteraceae	species	accepted	Inulopsis phoenix	NA	Inulopsis phoenix
1027	112408	Adenocalymma pedunculatum (Vell.) L.G.Lohmann	Bignoniaceae	species	accepted	Adenocalymma pedunculatum	NA	Adenocalymma pedunculatum
1028	101586	Chrysolaena desertorum (Mart. ex DC.) Dematt.	Asteraceae	species	accepted	Chrysolaena desertorum	NA	Chrysolaena desertorum
1029	27228	Lessingianthus soderstroemii (H.Rob.) H.Rob.	Asteraceae	species	accepted	Lessingianthus soderstroemii	NA	Lessingianthus soderstroemii
1030	27169	Lessingianthus buddleiifolius (Mart. ex DC.) H.Rob.	Asteraceae	species	accepted	Lessingianthus buddleiifolius	NA	Lessingianthus buddleiifolius
1031	27199	Lessingianthus ligulifolius (Mart. ex DC.) H.Rob.	Asteraceae	species	accepted	Lessingianthus ligulifolius	NA	Lessingianthus ligulifolius
1032	17954	Ocotea pomaderroides (Meisn.) Mez	Lauraceae	species	accepted	Ocotea pomaderroides	LC	Ocotea pomaderrioides
1033	19675	Miconia stenostachya DC.	Melastomataceae	species	accepted	Miconia stenostachya	NA	Miconia stenostachya
1034	26959	Chromolaena chaseae (B.L.Rob.) R.M.King & H.Rob.	Asteraceae	species	accepted	Chromolaena chaseae	NA	Chromolaena chaseae
1035	27059	Eremanthus goyazensis (Gardner) Sch.Bip.	Asteraceae	species	accepted	Eremanthus goyazensis	NA	Eremanthus goyazensis
1041	16829	Licania humilis Cham. & Schltdl.	Chrysobalanaceae	species	accepted	Licania humilis	NA	Licania humilis
1043	8430	Nectandra leucantha Nees	Lauraceae	species	accepted	Nectandra leucantha	NA	Nectandra leucantha
1044	17817	Sacoglottis guianensis Benth.	Humiriaceae	species	accepted	Sacoglottis guianensis	NA	Sacoglottis guianensis
1045	113363	Fridericia craterophora (DC.) L.G.Lohmann	Bignoniaceae	species	accepted	Fridericia craterophora	NA	Fridericia craterophora
1046	112465	Amphilophium elongatum (Vahl) L.G.Lohmann	Bignoniaceae	species	accepted	Amphilophium elongatum	NA	Amphilophium elongatum
1047	31440	Sorocea bonplandii (Baill.) W.C.Burger et al.	Moraceae	species	accepted	Sorocea bonplandii	NA	Sorocea bonplandii
1048	6678	Citronella gongonha (Mart.) R.A.Howard	Cardiopteridaceae	species	accepted	Citronella gongonha	NA	Citronella gongonha
1049	12756	Piper caldense C.DC.	Piperaceae	species	accepted	Piper caldense	NA	Piper caldense
1050	13829	Amaioua guianensis Aubl.	Rubiaceae	species	accepted	Amaioua guianensis	NA	Amaioua guianensis
1052	13735	Rumex obtusifolius L.	Polygonaceae	species	accepted	Rumex obtusifolius	NA	Rumex obtusifolius
1053	25363	Salacia crassifolia (Mart. ex Schult.) G.Don	Celastraceae	species	accepted	Salacia crassifolia	NA	Salacia crassifolia
1054	26950	Chresta scapigera (Less.) Gardner	Asteraceae	species	accepted	Chresta scapigera	NA	Chresta scapigera
1055	28240	Lobelia brasiliensis A.O.S.Vieira & G.J.Sheph.	Campanulaceae	species	accepted	Lobelia brasiliensis	NA	Lobelia brasiliensis
1056	113238	Cuspidaria pulchra (Cham.) L.G.Lohmann	Bignoniaceae	species	accepted	Cuspidaria pulchra	NA	Cuspidaria pulchra
1057	112877	Bignonia corymbosa (Vent.) L.G.Lohmann	Bignoniaceae	species	accepted	Bignonia corymbosa	NA	Bignonia corymbosa
1058	4409	Tapirira obtusa (Benth.) J.D.Mitch.	Anacardiaceae	species	accepted	Tapirira obtusa	NA	Tapirira obtusa
1059	4875	Temnadenia violacea (Vell.) Miers	Apocynaceae	species	accepted	Temnadenia violacea	LC	Temnadenia violacea
1060	23758	Miconia punctata (Desr.) DC.	Melastomataceae	species	accepted	Miconia punctata	NA	Miconia punctata
1061	22969	Erythrina verna Vell.	Fabaceae	species	accepted	Erythrina verna	NA	Erythrina verna
1062	28370	Rourea psammophila Forero	Connaraceae	species	accepted	Rourea psammophila	LC	Rourea psammophila
1063	32604	Galianthe valerianoides (Cham. & Schltdl.) E.L.Cabral	Rubiaceae	species	accepted	Galianthe valerianoides	NA	Galianthe valerianoides
1064	103422	Matayba sylvatica (Casar.) Radlk.	Sapindaceae	species	accepted	Matayba sylvatica	NA	Matayba sylvatica
1065	111596	Cupania crassifolia Radlk.	Sapindaceae	species	accepted	Cupania crassifolia	NA	Cupania crassifolia
1067	111967	Mimosa dolens subsp. callosa (Benth.) Barneby	Fabaceae	subspecies	accepted	Mimosa dolens subsp. callosa	NA	Mimosa callosa
1068	8221	Hyptis linarioides Pohl ex Benth.	Lamiaceae	species	accepted	Hyptis linarioides	NA	Hyptis linarioides
1069	12573	Passiflora villosa Vell.	Passifloraceae	species	accepted	Passiflora villosa	NA	Passiflora villosa
1070	20254	Passiflora nitida Kunth	Passifloraceae	species	accepted	Passiflora nitida	NA	Passiflora nitida
1071	116565	Ipomoea squamisepala O'Donell	Convolvulaceae	species	accepted	Ipomoea squamisepala	NA	Ipomoea squamisepala
1072	8426	Nectandra cissiflora Nees	Lauraceae	species	accepted	Nectandra cissiflora	LC	Nectandra cissiflora
1073	4628	Jobinia lindbergii E.Fourn.	Apocynaceae	species	accepted	Jobinia lindbergii	NA	Jobinia lindbergii
1074	112474	Amphilophium mansoanum (DC.) L.G.Lohmann	Bignoniaceae	species	accepted	Amphilophium mansoanum	NA	Amphilophium mansoanum
1075	114086	Handroanthus impetiginosus (Mart. ex DC.) Mattos	Bignoniaceae	species	accepted	Handroanthus impetiginosus	NT	Handroanthus impetiginosum
1076	114338	Tabebuia roseoalba (Ridl.) Sandwith	Bignoniaceae	species	accepted	Tabebuia roseoalba	NA	Tabebuia roseoalba
1077	114113	Jacaranda caroba (Vell.) DC.	Bignoniaceae	species	accepted	Jacaranda caroba	NA	Jacaranda caroba
1078	113931	Stizophyllum perforatum (Cham.) Miers	Bignoniaceae	species	accepted	Stizophyllum perforatum	NA	Stizophyllum perforatum
1079	38473	Hyeronima alchorneoides Allemão	Phyllanthaceae	species	accepted	Hyeronima alchorneoides	NA	Hieronyma alchorneoides
1080	16349	Tithonia diversifolia (Hemsl.) A.Gray	Asteraceae	species	accepted	Tithonia diversifolia	NA	Tithonia diversifolia
1081	16365	Tridax procumbens L.	Asteraceae	species	accepted	Tridax procumbens	NA	Tridax procumbens
1082	16098	Elephantopus mollis Kunth	Asteraceae	species	accepted	Elephantopus mollis	NA	Elephantopus mollis
1083	9990	Cedrela fissilis Vell.	Meliaceae	species	accepted	Cedrela fissilis	VU	Cedrela fissilis
1084	9995	Guarea guidonia (L.) Sleumer	Meliaceae	species	accepted	Guarea guidonia	NA	Guarea guidonia
1085	9988	Cabralea canjerana (Vell.) Mart.	Meliaceae	species	accepted	Cabralea canjerana	NA	Cabralea canjerana
1086	8760	Cuphea polymorpha A.St.-Hil.	Lythraceae	species	accepted	Cuphea polymorpha	NA	Cuphea polymorpha
1087	27075	Goyazianthus tetrastichus (B.L.Rob.) R.M.King & H.Rob.	Asteraceae	species	accepted	Goyazianthus tetrastichus	NA	Goyazianthus tetrastichus
1088	117560	Raphanus raphanistrum L.	Brassicaceae	species	accepted	Raphanus raphanistrum	NA	Raphanus raphanistrum
1089	117555	Lepidium virginicum L.	Brassicaceae	species	accepted	Lepidium virginicum	NA	Lepidium virginicum
1090	117485	Brassica juncea (L.) Czern.	Brassicaceae	species	accepted	Brassica juncea	NA	Brassica juncea
1092	13978	Faramea nitida Benth.	Rubiaceae	species	accepted	Faramea nitida	NA	Faramea nitida
1093	22592	Gurania lobata (L.) Pruski	Cucurbitaceae	species	accepted	Gurania lobata	NA	Gurania lobata
1094	17062	Cayaponia tayuya (Vell.) Cogn.	Cucurbitaceae	species	accepted	Cayaponia tayuya	NA	Cayaponia tayuya
1095	114257	Tabebuia aurea (Silva Manso) Benth. & Hook.f. ex S.Moore	Bignoniaceae	species	accepted	Tabebuia aurea	NA	Tabebuia aurea
1096	604068	Mimosa granitica (Barneby) L.M. Borges	Fabaceae	species	accepted	Mimosa granitica	NA	Mimosa granitica
1097	12445	Oxalis barrelieri L.	Oxalidaceae	species	accepted	Oxalis barrelieri	NA	Oxalis barrelieri
1098	14150	Posoqueria latifolia (Rudge) Schult.	Rubiaceae	species	accepted	Posoqueria latifolia	LC	Posoqueria latifolia
1099	29235	Croton sclerocalyx (Didr.) Müll.Arg.	Euphorbiaceae	species	accepted	Croton sclerocalyx	NA	Croton sclerocalyx
1100	19772	Brosimum gaudichaudii Trécul	Moraceae	species	accepted	Brosimum gaudichaudii	NA	Brosimum gaudichaudii
1101	15558	Hancornia speciosa Gomes	Apocynaceae	species	accepted	Hancornia speciosa	NA	Hancornia speciosa
1102	8199	Hyptis conferta Pohl ex Benth.	Lamiaceae	species	accepted	Hyptis conferta	NA	Hyptis conferta
1104	9269	Urena lobata L.	Malvaceae	species	accepted	Urena lobata	NA	Urena lobata
1105	126995	Psidium ratterianum Proença & Soares-Silva	Myrtaceae	species	accepted	Psidium ratterianum	NA	Psidium ratterianum
1106	16545	Heliotropium indicum L.	Boraginaceae	species	accepted	Heliotropium indicum	NA	Heliotropium indicum
1108	25799	Microlicia insignis Schltdl.	Melastomataceae	species	accepted	Microlicia insignis	NA	Microlicia insignis
1109	14014	Galianthe peruviana (Pers.) E.L.Cabral	Rubiaceae	species	accepted	Galianthe peruviana	LC	Galianthe peruviana
1110	29265	Euphorbia chrysophylla (Klotzsch & Garcke) Boiss.	Euphorbiaceae	species	accepted	Euphorbia chrysophylla	NA	Euphorbia chrysophylla
1111	25900	Sauvagesia racemosa A.St.-Hil.	Ochnaceae	species	accepted	Sauvagesia racemosa	NA	Sauvagesia racemosa
1112	16060	Chromolaena odorata (L.) R.M.King & H.Rob.	Asteraceae	species	accepted	Chromolaena odorata	NA	Chromolaena odorata
1113	25870	Myrcia vestita DC.	Myrtaceae	species	accepted	Myrcia vestita	NA	Myrcia vestita
1114	27413	Stomatanthes dictyophyllus (DC.) R.M.King & H.Rob.	Asteraceae	species	accepted	Stomatanthes dictyophyllus	LC	Stomatanthes dictyophyllus
1115	135685	Ipomoea reticulata O'Donell	Convolvulaceae	species	accepted	Ipomoea reticulata	NA	Ipomoea reticulata
1116	106510	Zornia villosa (Malme) Herter	Fabaceae	species	accepted	Zornia villosa	NA	Zornia vestita
1117	27179	Lessingianthus cristalinae (H.Rob.) H.Rob.	Asteraceae	species	accepted	Lessingianthus cristalinae	NA	Lessingianthus cristalinae
1118	27192	Lessingianthus grearii (H.Rob.) H.Rob.	Asteraceae	species	accepted	Lessingianthus grearii	NA	Lessingianthus grearii
1120	26423	Eryngium marginatum Pohl ex Urb.	Apiaceae	species	accepted	Eryngium marginatum	NA	Eryngium marginatum
1121	20699	Borreria multiflora (DC.) Bacigalupo & E.L.Cabral	Rubiaceae	species	accepted	Borreria multiflora	NA	Spermacoce multiflora
1122	114852	Bidens graveolens Mart.	Asteraceae	species	accepted	Bidens graveolens	NA	Bidens graveolens
1124	19557	Peltaea trinervis (C.Presl) Krapov. & Cristóbal	Malvaceae	species	accepted	Peltaea trinervis	NA	Peltaea trinervis
1125	22934	Desmodium barbatum (L.) Benth.	Fabaceae	species	accepted	Desmodium barbatum	NA	Desmodium barbatum
1127	4743	Oxypetalum appendiculatum Mart.	Apocynaceae	species	accepted	Oxypetalum appendiculatum	NA	Oxypetalum appendiculatum
1128	27447	Vernonanthura ignobilis (Less.) H.Rob.	Asteraceae	species	accepted	Vernonanthura ignobilis	NA	Vernonanthura ignobilis
1129	36073	Euphorbia rhabdodes Boiss.	Euphorbiaceae	species	accepted	Euphorbia rhabdodes	NA	Euphorbia rhabdodes
1130	9447	Clidemia capitellata (Bonpl.) D.Don	Melastomataceae	species	accepted	Clidemia capitellata	NA	Clidemia capitellata
1132	602891	Vernonanthura polyanthes (Sprengel) Vega & Dematteis	Asteraceae	species	accepted	Vernonanthura polyanthes	NA	Vernonanthura polyanthes
1133	5257	Baccharis tridentata Vahl	Asteraceae	species	accepted	Baccharis tridentata	NA	Baccharis tridentata
1134	5398	Mikania microdonta DC.	Asteraceae	species	accepted	Mikania microdonta	LC	Mikania microdonta
1135	7426	Drosera montana A.St.-Hil.	Droseraceae	species	accepted	Drosera montana	NA	Drosera montana
1136	10710	Myrcia isaiana G.M.Barroso & Peixoto	Myrtaceae	species	accepted	Myrcia isaiana	EN	Myrcia isaiana
1137	9186	Peltaea lasiantha Krapov. & Cristóbal	Malvaceae	species	accepted	Peltaea lasiantha	NA	Peltaea lasiantha
1138	17514	Croton glandulosus L.	Euphorbiaceae	species	accepted	Croton glandulosus	NA	Croton glandulosus
1139	599289	Tropaeolum majus L.	Tropaeolaceae	species	accepted	Tropaeolum majus	NA	Tropaeolum majus
1140	7455	Agarista chlorantha (Cham.) G.Don	Ericaceae	species	accepted	Agarista chlorantha	LC	Agarista chlorantha
1143	78823	Tachigali aurea Tul.	Fabaceae	species	accepted	Tachigali aurea	NA	Sclerolobium aureum
1144	17875	Hyptis crenata Pohl ex Benth.	Lamiaceae	species	accepted	Hyptis crenata	NA	Hyptis crenata
1145	31381	Parapiptadenia rigida (Benth.) Brenan	Fabaceae	species	accepted	Parapiptadenia rigida	NA	Parapiptadenia rigida
1146	132623	Medusantha crinita (Benth.) Harley & J.F.B.Pastore	Lamiaceae	species	accepted	Medusantha crinita	NA	Medusantha crinita
1147	19450	Heteropterys coriacea A.Juss.	Malpighiaceae	species	accepted	Heteropterys coriacea	NA	Heteropterys coriacea
1148	19429	Byrsonima subterranea Brade & Markgr.	Malpighiaceae	species	accepted	Byrsonima subterranea	NA	Byrsonima subterranea
1150	19409	Banisteriopsis schizoptera (A.Juss.) B.Gates	Malpighiaceae	species	accepted	Banisteriopsis schizoptera	NA	Banisteriopsis schizoptera
1151	27545	Cochlospermum regium (Mart. ex Schrank) Pilg.	Bixaceae	species	accepted	Cochlospermum regium	LC	Cochlospermum regium
1152	16105	Emilia sonchifolia (L.) DC. ex Wight	Asteraceae	species	accepted	Emilia sonchifolia	NA	Emilia sonchifolia
1153	114169	Jacaranda paucifoliolata Mart. ex DC.	Bignoniaceae	species	accepted	Jacaranda paucifoliolata	NA	Jacaranda paucifoliata
1154	10494	Eugenia piloensis Cambess.	Myrtaceae	species	accepted	Eugenia piloensis	NA	Eugenia piloesis
1155	25710	Diplopterys lutea (Griseb.) W.R.Anderson & C.C.Davis	Malpighiaceae	species	accepted	Diplopterys lutea	NA	Diplopterys lutea
1156	30422	Banisteriopsis laevifolia (A.Juss.) B.Gates	Malpighiaceae	species	accepted	Banisteriopsis laevifolia	NA	Banisteriopsis laevifolia
1157	4302	Alternanthera brasiliana (L.) Kuntze	Amaranthaceae	species	accepted	Alternanthera brasiliana	NA	Alternanthera brasiliana
1158	19391	Banisteriopsis anisandra (A.Juss.) B.Gates	Malpighiaceae	species	accepted	Banisteriopsis anisandra	NA	Banisteriopsis anisandra
1159	12427	Esterhazya macrodonta (Cham.) Benth.	Orobanchaceae	species	accepted	Esterhazya macrodonta	NA	Esterhazya macrodonta
1160	15530	Eryngium horridum Malme	Apiaceae	species	accepted	Eryngium horridum	NA	Eryngium horridum
1161	10232	Myrsine guianensis (Aubl.) Kuntze	Primulaceae	species	accepted	Myrsine guianensis	NA	Myrsine guianensis
1162	9692	Miconia cuspidata Naudin	Melastomataceae	species	accepted	Miconia cuspidata	NA	Miconia cuspidata
1164	111364	Curtia tenella (Mart.) Cham.	Gentianaceae	species	accepted	Curtia tenella	NA	Curtia tenella
1165	63774	Psidium bergianum (Nied.) Burret	Myrtaceae	species	accepted	Psidium bergianum	NA	Psidium bergianum
1166	10388	Eugenia dysenterica (Mart.) DC.	Myrtaceae	species	accepted	Eugenia dysenterica	NA	Eugenia dysenterica
1167	28241	Lobelia camporum Pohl	Campanulaceae	species	accepted	Lobelia camporum	NA	Lobelia camporum
1168	31387	Piptadenia gonoacantha (Mart.) J.F.Macbr.	Fabaceae	species	accepted	Piptadenia gonoacantha	LC	Piptadenia gonoacantha
1169	114109	Jacaranda brasiliana (Lam.) Pers.	Bignoniaceae	species	accepted	Jacaranda brasiliana	NA	Jacaranda brasiliana
1170	27446	Vernonanthura ferruginea (Less.) H.Rob.	Asteraceae	species	accepted	Vernonanthura ferruginea	NA	Vernonanthura ferruginea
1171	16104	Emilia fosbergii Nicolson	Asteraceae	species	accepted	Emilia fosbergii	NA	Emilia fosbergii
1173	26988	Chromolaena vindex (DC.) R.M.King & H.Rob.	Asteraceae	species	accepted	Chromolaena vindex	NA	Chromolaena vindex
1174	15408	Amaranthus spinosus L.	Amaranthaceae	species	accepted	Amaranthus spinosus	NA	Amaranthus spinosus
1175	15409	Amaranthus viridis L.	Amaranthaceae	species	accepted	Amaranthus viridis	NA	Amaranthus viridis
1176	15422	Gomphrena agrestis Mart.	Amaranthaceae	species	accepted	Gomphrena agrestis	LC	Gomphrena agrestis
1177	6917	Terminalia glabrescens Mart.	Combretaceae	species	accepted	Terminalia glabrescens	NA	Terminalia glabrescens
1179	25610	Aniba heringeri Vattimo-Gil	Lauraceae	species	accepted	Aniba heringeri	LC	Aniba heringeri
1180	17586	Joannesia princeps Vell.	Euphorbiaceae	species	accepted	Joannesia princeps	LC	Joannesia princeps
1181	10331	Campomanesia sessiliflora (O.Berg) Mattos	Myrtaceae	species	accepted	Campomanesia sessiliflora	LC	Campomanesia sessiliflora
1182	31492	Eugenia cristaensis O.Berg	Myrtaceae	species	accepted	Eugenia cristaensis	NA	Eugenia cristaensis
1183	30846	Tibouchina laevicaulis Cogn. ex Wurdack	Melastomataceae	species	accepted	Tibouchina laevicaulis	NA	Tibouchina laevicaulis
1184	30722	Miconia macrothyrsa Benth.	Melastomataceae	species	accepted	Miconia macrothyrsa	NA	Miconia macrothyrsa
1186	17659	Ricinus communis L.	Euphorbiaceae	species	accepted	Ricinus communis	NA	Ricinus communis
1187	29192	Croton didrichsenii G.L.Webster	Euphorbiaceae	species	accepted	Croton didrichsenii	NA	Croton solanaceus
