numero,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,Species,Freq_ITS_genbank,Prioridade
1212,18944,Piptadenia adiantoides (Spreng.) J.F.Macbr.,NA,Fabaceae,species,accepted,Piptadenia adiantoides,Piptadenia adiantoides,1,Prioridade 2
1213,31387,Piptadenia gonoacantha (Mart.) J.F.Macbr.,NA,Fabaceae,species,accepted,Piptadenia gonoacantha,Piptadenia gonoacantha,1,Prioridade 2
1217,29824,Poiretia angustifolia Vogel,NA,Fabaceae,species,accepted,Poiretia angustifolia,Poiretia angustifolia,1,Prioridade 2
1241,23141,Samanea tubulosa (Benth.) Barneby & J.W.Grimes,NA,Fabaceae,species,accepted,Samanea tubulosa,Samanea tubulosa,1,Prioridade 2
1248,101015,Senegalia polyphylla (DC.) Britton & Rose,NA,Fabaceae,species,accepted,Senegalia polyphylla,Senegalia polyphylla,1,Prioridade 2
1249,78775,Senna cana (Nees & Mart.) H.S.Irwin & Barneby,NA,Fabaceae,species,accepted,Senna cana,Senna cana,1,Prioridade 2
1250,23163,Senna pendula (Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby,NA,Fabaceae,species,accepted,Senna pendula,Senna pendula,1,Prioridade 2
1251,83716,Senna rugosa (G.Don) H.S.Irwin & Barneby,NA,Fabaceae,species,accepted,Senna rugosa,Senna rugosa,1,Prioridade 2
1303,29915,Zollernia ilicifolia (Brongn.) Vogel,NA,Fabaceae,species,accepted,Zollernia ilicifolia,Zollernia ilicifolia,1,Prioridade 2
1304,106510,Zornia villosa (Malme) Herter,NA,Fabaceae,species,accepted,Zornia villosa,Zornia villosa,1,Prioridade 2
1305,29945,Zornia virgata Moric.,NA,Fabaceae,species,accepted,Zornia virgata,Zornia virgata,1,Prioridade 2
1051,25580,Curtia tenuifolia (Aubl.) Knobl.,NA,Gentianaceae,species,accepted,Curtia tenuifolia,Curtia tenuifolia,1,Prioridade 2
1258,7882,Sinningia allagophylla (Mart.) Wiehler,NA,Gesneriaceae,species,accepted,Sinningia allagophylla,Sinningia allagophylla,1,Prioridade 2
1259,7898,Sinningia elatior (Kunth) Chautems,NA,Gesneriaceae,species,accepted,Sinningia elatior,Sinningia elatior,1,Prioridade 2
1301,84127,Vismia gracilis Hieron.,NA,Hypericaceae,species,accepted,Vismia gracilis,Vismia gracilis,1,Prioridade 2
1078,8032,Emmotum nitens (Benth.) Miers,NA,Icacinaceae,species,accepted,Emmotum nitens,Emmotum nitens,1,Prioridade 2
1264,17835,Sisyrinchium vaginatum Spreng.,NA,Iridaceae,species,accepted,Sisyrinchium vaginatum,Sisyrinchium vaginatum,1,Prioridade 2
1011,132550,Cantinoa carpinifolia (Benth.) Harley & J.F.B.Pastore,NA,Lamiaceae,species,accepted,Cantinoa carpinifolia,Cantinoa carpinifolia,1,Prioridade 2
1052,132583,Cyanocephalus cuneatus (Pohl ex Benth.) Harley & J.F.B.Pastore,NA,Lamiaceae,species,accepted,Cyanocephalus cuneatus,Cyanocephalus cuneatus,1,Prioridade 2
1088,30080,Eriope complicata Mart. ex Benth.,NA,Lamiaceae,species,accepted,Eriope complicata,Eriope complicata,1,Prioridade 2
1089,30092,Eriope velutina Epling,NA,Lamiaceae,species,accepted,Eriope velutina,Eriope velutina,1,Prioridade 2
1129,30096,Hypenia brachystachys (Pohl ex Benth.) Harley,NA,Lamiaceae,species,accepted,Hypenia brachystachys,Hypenia brachystachys,1,Prioridade 2
1130,30097,Hypenia calycina (Pohl ex Benth.) Harley,NA,Lamiaceae,species,accepted,Hypenia calycina,Hypenia calycina,1,Prioridade 2
1131,30100,Hypenia densiflora (Pohl ex Benth.) Harley,NA,Lamiaceae,species,accepted,Hypenia densiflora,Hypenia densiflora,1,Prioridade 2
1132,8172,Hypenia reticulata (Mart. ex Benth.) Harley,NA,Lamiaceae,species,accepted,Hypenia reticulata,Hypenia reticulata,1,Prioridade 2
1133,8176,Hyptidendron canum (Pohl ex Benth.) Harley,NA,Lamiaceae,species,accepted,Hyptidendron canum,Hyptidendron canum,1,Prioridade 2
1134,30138,Hyptis hilarii Benth.,NA,Lamiaceae,species,accepted,Hyptis hilarii,Hyptis hilarii,1,Prioridade 2
1135,8221,Hyptis linarioides Pohl ex Benth.,NA,Lamiaceae,species,accepted,Hyptis linarioides,Hyptis linarioides,1,Prioridade 2
1136,8236,Hyptis nudicaulis Benth.,NA,Lamiaceae,species,accepted,Hyptis nudicaulis,Hyptis nudicaulis,1,Prioridade 2
1137,30165,Hyptis saxatilis A.St.-Hil. ex Benth.,NA,Lamiaceae,species,accepted,Hyptis saxatilis,Hyptis saxatilis,1,Prioridade 2
1138,30169,Hyptis villosa Pohl ex Benth.,NA,Lamiaceae,species,accepted,Hyptis villosa,Hyptis villosa,1,Prioridade 2
1167,8272,Marsypianthes chamaedrys (Vahl) Kuntze,NA,Lamiaceae,species,accepted,Marsypianthes chamaedrys,Marsypianthes chamaedrys,1,Prioridade 2
1168,30176,Marsypianthes montana Benth.,NA,Lamiaceae,species,accepted,Marsypianthes montana,Marsypianthes montana,1,Prioridade 2
1171,59379,Mesosphaerum pectinatum (L.) Kuntze,NA,Lamiaceae,species,accepted,Mesosphaerum pectinatum,Mesosphaerum pectinatum,1,Prioridade 2
1190,132639,Oocephalus lythroides (Pohl ex Benth.) Harley & J.F.B.Pastore,NA,Lamiaceae,species,accepted,Oocephalus lythroides,Oocephalus lythroides,1,Prioridade 2
1238,30180,Salvia cerradicola E.P.Santos,NA,Lamiaceae,species,accepted,Salvia cerradicola,Salvia cerradicola,1,Prioridade 2
1239,8347,Salvia scabrida Pohl,NA,Lamiaceae,species,accepted,Salvia scabrida,Salvia scabrida,1,Prioridade 2
1240,8355,Salvia tomentella Pohl,NA,Lamiaceae,species,accepted,Salvia tomentella,Salvia tomentella,1,Prioridade 2
962,25610,Aniba heringeri Vattimo-Gil,NA,Lauraceae,species,accepted,Aniba heringeri,Aniba heringeri,1,Prioridade 2
1186,8496,Ocotea corymbosa (Meisn.) Mez,NA,Lauraceae,species,accepted,Ocotea corymbosa,Ocotea corymbosa,1,Prioridade 2
1187,8509,Ocotea spixiana (Nees) Mez,NA,Lauraceae,species,accepted,Ocotea spixiana,Ocotea spixiana,1,Prioridade 2
1188,8492,Ocotea velloziana (Meisn.) Mez,NA,Lauraceae,species,accepted,Ocotea velloziana,Ocotea velloziana,1,Prioridade 2
1012,23426,Cariniana domestica (Mart.) Miers,NA,Lecythidaceae,species,accepted,Cariniana domestica,Cariniana domestica,1,Prioridade 2
1298,19293,Utricularia neottioides A.St.-Hil. & Girard,NA,Lentibulariaceae,species,accepted,Utricularia neottioides,Utricularia neottioides,1,Prioridade 2
1279,8680,Strychnos pseudoquina A.St.-Hil.,NA,Loganiaceae,species,accepted,Strychnos pseudoquina,Strychnos pseudoquina,1,Prioridade 2
1047,19359,Cuphea ericoides Cham. & Schltdl.,NA,Lythraceae,species,accepted,Cuphea ericoides,Cuphea ericoides,1,Prioridade 2
1048,8757,Cuphea micrantha Kunth,NA,Lythraceae,species,accepted,Cuphea micrantha,Cuphea micrantha,1,Prioridade 2
1049,8770,Cuphea sessilifolia Mart.,NA,Lythraceae,species,accepted,Cuphea sessilifolia,Cuphea sessilifolia,1,Prioridade 2
1050,30329,Cuphea spermacoce A.St.-Hil.,NA,Lythraceae,species,accepted,Cuphea spermacoce,Cuphea spermacoce,1,Prioridade 2
1062,30374,Diplusodon oblongus Pohl,NA,Lythraceae,species,accepted,Diplusodon oblongus,Diplusodon oblongus,1,Prioridade 2
1063,30385,Diplusodon ramosissimus Pohl,NA,Lythraceae,species,accepted,Diplusodon ramosissimus,Diplusodon ramosissimus,1,Prioridade 2
1064,30387,Diplusodon rosmarinifolius A.St.-Hil.,NA,Lythraceae,species,accepted,Diplusodon rosmarinifolius,Diplusodon rosmarinifolius,1,Prioridade 2
1065,30390,Diplusodon sessiliflorus Koehne,NA,Lythraceae,species,accepted,Diplusodon sessiliflorus,Diplusodon sessiliflorus,1,Prioridade 2
1066,30402,Diplusodon villosus Pohl,NA,Lythraceae,species,accepted,Diplusodon villosus,Diplusodon villosus,1,Prioridade 2
978,8804,Banisteriopsis adenopoda (A.Juss.) B.Gates,NA,Malpighiaceae,species,accepted,Banisteriopsis adenopoda,Banisteriopsis adenopoda,1,Prioridade 2
979,19391,Banisteriopsis anisandra (A.Juss.) B.Gates,NA,Malpighiaceae,species,accepted,Banisteriopsis anisandra,Banisteriopsis anisandra,1,Prioridade 2
980,30413,Banisteriopsis argyrophylla (A.Juss.) B.Gates,NA,Malpighiaceae,species,accepted,Banisteriopsis argyrophylla,Banisteriopsis argyrophylla,1,Prioridade 2
981,30422,Banisteriopsis laevifolia (A.Juss.) B.Gates,NA,Malpighiaceae,species,accepted,Banisteriopsis laevifolia,Banisteriopsis laevifolia,1,Prioridade 2
982,19399,Banisteriopsis malifolia (Nees & Mart.) B.Gates,NA,Malpighiaceae,species,accepted,Banisteriopsis malifolia,Banisteriopsis malifolia,1,Prioridade 2
983,19411,Banisteriopsis stellaris (Griseb.) B.Gates,NA,Malpighiaceae,species,accepted,Banisteriopsis stellaris,Banisteriopsis stellaris,1,Prioridade 2
984,30430,Banisteriopsis variabilis B.Gates,NA,Malpighiaceae,species,accepted,Banisteriopsis variabilis,Banisteriopsis variabilis,1,Prioridade 2
996,30436,Byrsonima basiloba A.Juss.,NA,Malpighiaceae,species,accepted,Byrsonima basiloba,Byrsonima basiloba,1,Prioridade 2
997,8831,Byrsonima coccolobifolia Kunth,NA,Malpighiaceae,species,accepted,Byrsonima coccolobifolia,Byrsonima coccolobifolia,1,Prioridade 2
998,30446,Byrsonima guilleminiana A.Juss.,NA,Malpighiaceae,species,accepted,Byrsonima guilleminiana,Byrsonima guilleminiana,1,Prioridade 2
999,8837,Byrsonima laxiflora Griseb.,NA,Malpighiaceae,species,accepted,Byrsonima laxiflora,Byrsonima laxiflora,1,Prioridade 2
1000,19426,Byrsonima rigida A.Juss.,NA,Malpighiaceae,species,accepted,Byrsonima rigida,Byrsonima rigida,1,Prioridade 2
1001,19431,Byrsonima umbellata Mart. ex A.Juss.,NA,Malpighiaceae,species,accepted,Byrsonima umbellata,Byrsonima umbellata,1,Prioridade 2
1002,19434,Byrsonima verbascifolia (L.) DC.,NA,Malpighiaceae,species,accepted,Byrsonima verbascifolia,Byrsonima verbascifolia,1,Prioridade 2
1003,30460,Byrsonima viminifolia A.Juss.,NA,Malpighiaceae,species,accepted,Byrsonima viminifolia,Byrsonima viminifolia,1,Prioridade 2
1061,25711,Diplopterys pubipetala (A.Juss.) W.R.Anderson & C.C.Davis,NA,Malpighiaceae,species,accepted,Diplopterys pubipetala,Diplopterys pubipetala,1,Prioridade 2
1202,25720,Peixotoa reticulata Griseb.,NA,Malpighiaceae,species,accepted,Peixotoa reticulata,Peixotoa reticulata,1,Prioridade 2
1226,25721,Pterandra pyroidea A.Juss.,NA,Malpighiaceae,species,accepted,Pterandra pyroidea,Pterandra pyroidea,1,Prioridade 2
1090,27557,Eriotheca candolleana (K.Schum.) A.Robyns,NA,Malvaceae,species,accepted,Eriotheca candolleana,Eriotheca candolleana,1,Prioridade 2
1091,27559,Eriotheca pubescens (Mart. & Zucc.) Schott & Endl.,NA,Malvaceae,species,accepted,Eriotheca pubescens,Eriotheca pubescens,1,Prioridade 2
1117,9065,Guazuma ulmifolia Lam.,NA,Malvaceae,species,accepted,Guazuma ulmifolia,Guazuma ulmifolia,1,Prioridade 2
1204,9186,Peltaea lasiantha Krapov. & CristÌ_bal,NA,Malvaceae,species,accepted,Peltaea lasiantha,Peltaea lasiantha,1,Prioridade 2
1224,9196,Pseudobombax longiflorum (Mart.) A.Robyns,NA,Malvaceae,species,accepted,Pseudobombax longiflorum,Pseudobombax longiflorum,1,Prioridade 2
1254,9220,Sida linifolia Cav.,NA,Malvaceae,species,accepted,Sida linifolia,Sida linifolia,1,Prioridade 2
1255,9244,Sida urens L.,NA,Malvaceae,species,accepted,Sida urens,Sida urens,1,Prioridade 2
953,30613,Acisanthera genliseoides (Hoehne) Wurdack,NA,Melastomataceae,species,accepted,Acisanthera genliseoides,Acisanthera genliseoides,1,Prioridade 2
1006,9434,Cambessedesia espora (A.St.-Hil. ex Bonpl.) DC.,NA,Melastomataceae,species,accepted,Cambessedesia espora,Cambessedesia espora,1,Prioridade 2
1038,30641,Comolia lanceiflora (DC.) Triana,NA,Melastomataceae,species,accepted,Comolia lanceiflora,Comolia lanceiflora,1,Prioridade 2
1150,30691,Leandra lacunosa Cogn.,NA,Melastomataceae,species,accepted,Leandra lacunosa,Leandra lacunosa,1,Prioridade 2
1160,19634,Macairea radula (Bonpl.) DC.,NA,Melastomataceae,species,accepted,Macairea radula,Macairea radula,1,Prioridade 2
1172,9683,Miconia chamissois Naudin,NA,Melastomataceae,species,accepted,Miconia chamissois,Miconia chamissois,1,Prioridade 2
1173,9702,Miconia elegans Cogn.,NA,Melastomataceae,species,accepted,Miconia elegans,Miconia elegans,1,Prioridade 2
1174,9710,Miconia hirtella Cogn.,NA,Melastomataceae,species,accepted,Miconia hirtella,Miconia hirtella,1,Prioridade 2
1175,9714,Miconia ibaguensis (Bonpl.) Triana,NA,Melastomataceae,species,accepted,Miconia ibaguensis,Miconia ibaguensis,1,Prioridade 2
1176,30721,Miconia leucocarpa DC.,NA,Melastomataceae,species,accepted,Miconia leucocarpa,Miconia leucocarpa,1,Prioridade 2
1177,19675,Miconia stenostachya DC.,NA,Melastomataceae,species,accepted,Miconia stenostachya,Miconia stenostachya,1,Prioridade 2
1191,30799,Ossaea warmingiana Cogn.,NA,Melastomataceae,species,accepted,Ossaea warmingiana,Ossaea warmingiana,1,Prioridade 2
1227,9858,Pterolepis repanda (DC.) Triana,NA,Melastomataceae,species,accepted,Pterolepis repanda,Pterolepis repanda,1,Prioridade 2
1262,9872,Siphanthera cordata Pohl ex DC.,NA,Melastomataceae,species,accepted,Siphanthera cordata,Siphanthera cordata,1,Prioridade 2
1292,30833,Tibouchina arenaria Cogn.,NA,Melastomataceae,species,accepted,Tibouchina arenaria,Tibouchina arenaria,1,Prioridade 2
1293,30846,Tibouchina laevicaulis Cogn. ex Wurdack,NA,Melastomataceae,species,accepted,Tibouchina laevicaulis,Tibouchina laevicaulis,1,Prioridade 2
1295,10011,Trichilia pallida Sw.,NA,Meliaceae,species,accepted,Trichilia pallida,Trichilia pallida,1,Prioridade 2
1164,10066,Macropeplus ligustrinus (Tul.) Perkins,NA,Monimiaceae,species,accepted,Macropeplus ligustrinus,Macropeplus ligustrinus,1,Prioridade 2
1102,10153,Ficus broadwayi Urb.,NA,Moraceae,species,accepted,Ficus broadwayi,Ficus broadwayi,1,Prioridade 2
1163,10186,Maclura tinctoria (L.) D.Don ex Steud.,NA,Moraceae,species,accepted,Maclura tinctoria,Maclura tinctoria,1,Prioridade 2
1007,10308,Campomanesia adamantium (Cambess.) O.Berg,NA,Myrtaceae,species,accepted,Campomanesia adamantium,Campomanesia adamantium,1,Prioridade 2
1008,10333,Campomanesia velutina (Cambess.) O.Berg,NA,Myrtaceae,species,accepted,Campomanesia velutina,Campomanesia velutina,1,Prioridade 2
1094,10355,Eugenia bimarginata DC.,NA,Myrtaceae,species,accepted,Eugenia bimarginata,Eugenia bimarginata,1,Prioridade 2
1095,10515,Eugenia punicifolia (Kunth) DC.,NA,Myrtaceae,species,accepted,Eugenia punicifolia,Eugenia punicifolia,1,Prioridade 2
1096,10561,Eugenia uruguayensis Cambess.,NA,Myrtaceae,species,accepted,Eugenia uruguayensis,Eugenia uruguayensis,1,Prioridade 2
1181,10741,Myrcia pubescens DC.,NA,Myrtaceae,species,accepted,Myrcia pubescens,Myrcia pubescens,1,Prioridade 2
1182,31628,Myrcia stricta (O.Berg) Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia stricta,Myrcia stricta,1,Prioridade 2
1183,10774,Myrcia variabilis DC.,NA,Myrtaceae,species,accepted,Myrcia variabilis,Myrcia variabilis,1,Prioridade 2
1184,10776,Myrcia venulosa DC.,NA,Myrtaceae,species,accepted,Myrcia venulosa,Myrcia venulosa,1,Prioridade 2
1263,10892,Siphoneugena densiflora O.Berg,NA,Myrtaceae,species,accepted,Siphoneugena densiflora,Siphoneugena densiflora,1,Prioridade 2
1116,19906,Guapira graciliflora (Mart. ex Schmidt) Lundell,NA,Nyctaginaceae,species,accepted,Guapira graciliflora,Guapira graciliflora,1,Prioridade 2
1185,19909,Neea theifera Oerst.,NA,Nyctaginaceae,species,accepted,Neea theifera,Neea theifera,1,Prioridade 2
1215,10933,Pisonia ambigua Heimerl,NA,Nyctaginaceae,species,accepted,Pisonia ambigua,Pisonia ambigua,1,Prioridade 2
1159,4070,Ludwigia rigida (Miq.) Sandwith,NA,Onagraceae,species,accepted,Ludwigia rigida,Ludwigia rigida,1,Prioridade 2
991,11230,Brassavola tuberculata Hook.,NA,Orchidaceae,species,accepted,Brassavola tuberculata,Brassavola tuberculata,1,Prioridade 2
992,19984,Bulbophyllum insectiferum Barb.Rodr.,NA,Orchidaceae,species,accepted,Bulbophyllum insectiferum,Bulbophyllum insectiferum,1,Prioridade 2
1010,11280,Campylocentrum neglectum (Rchb.f. & Warm.) Cogn.,NA,Orchidaceae,species,accepted,Campylocentrum neglectum,Campylocentrum neglectum,1,Prioridade 2
1014,65197,Cattleya lundii (Rchb.f. & Warm.) Van den Berg,NA,Orchidaceae,species,accepted,Cattleya lundii,Cattleya lundii,1,Prioridade 2
1036,11375,Cleistes paranaensis (Barb.Rodr.) Schltr.,NA,Orchidaceae,species,accepted,Cleistes paranaensis,Cleistes paranaensis,1,Prioridade 2
1081,11523,Epidendrum avicula Lindl.,NA,Orchidaceae,species,accepted,Epidendrum avicula,Epidendrum avicula,1,Prioridade 2
1082,11555,Epidendrum nocturnum Jacq.,NA,Orchidaceae,species,accepted,Epidendrum nocturnum,Epidendrum nocturnum,1,Prioridade 2
1083,11584,Epistephium lucidum Cogn.,NA,Orchidaceae,species,accepted,Epistephium lucidum,Epistephium lucidum,1,Prioridade 2
1097,11589,Eulophia alta (L.) Fawc. & Rendle,NA,Orchidaceae,species,accepted,Eulophia alta,Eulophia alta,1,Prioridade 2
1106,11600,Galeandra montana Barb.Rodr.,NA,Orchidaceae,species,accepted,Galeandra montana,Galeandra montana,1,Prioridade 2
1107,20059,Galeandra styllomisantha (Vell.) Hoehne,NA,Orchidaceae,species,accepted,Galeandra styllomisantha,Galeandra styllomisantha,1,Prioridade 2
1112,122236,Gomesa hydrophila (Barb.Rodr.) M.W.Chase & N.H.Williams,NA,Orchidaceae,species,accepted,Gomesa hydrophila,Gomesa hydrophila,1,Prioridade 2
1118,11645,Habenaria ayangannensis Renz,NA,Orchidaceae,species,accepted,Habenaria ayangannensis,Habenaria ayangannensis,1,Prioridade 2
1119,11692,Habenaria nuda Lindl.,NA,Orchidaceae,species,accepted,Habenaria nuda,Habenaria nuda,1,Prioridade 2
1120,11697,Habenaria petalodes Lindl.,NA,Orchidaceae,species,accepted,Habenaria petalodes,Habenaria petalodes,1,Prioridade 2
1144,11762,Isabelia violacea (Lindl.) van den Berg & M.W.Chase,NA,Orchidaceae,species,accepted,Isabelia violacea,Isabelia violacea,1,Prioridade 2
1145,11765,Isochilus linearis (Jacq.) R.Br.,NA,Orchidaceae,species,accepted,Isochilus linearis,Isochilus linearis,1,Prioridade 2
1203,11980,Pelexia pterygantha (Rchb.f. & Warm.) Schltr.,NA,Orchidaceae,species,accepted,Pelexia pterygantha,Pelexia pterygantha,1,Prioridade 2
1221,12091,Prescottia stachyodes (Sw.) Lindl.,NA,Orchidaceae,species,accepted,Prescottia stachyodes,Prescottia stachyodes,1,Prioridade 2
1299,12355,Vanilla edwallii Hoehne,NA,Orchidaceae,species,accepted,Vanilla edwallii,Vanilla edwallii,1,Prioridade 2
1201,32134,Passiflora cerradensis Sacco,NA,Passifloraceae,species,accepted,Passiflora cerradensis,Passiflora cerradensis,1,Prioridade 2
1206,17629,Pera glabrata (Schott) Poepp. ex Baill.,NA,Peraceae,species,accepted,Pera glabrata,Pera glabrata,1,Prioridade 2
1231,38579,Richeria grandis Vahl,NA,Phyllanthaceae,species,accepted,Richeria grandis,Richeria grandis,1,Prioridade 2
1210,12765,Piper crassinervium Kunth,NA,Piperaceae,species,accepted,Piper crassinervium,Piper crassinervium,1,Prioridade 2
1211,12780,Piper gaudichaudianum Kunth,NA,Piperaceae,species,accepted,Piper gaudichaudianum,Piper gaudichaudianum,1,Prioridade 2
961,12957,Andropogon bicornis L.,NA,Poaceae,species,accepted,Andropogon bicornis,Andropogon bicornis,1,Prioridade 2
964,12975,Anthaenantia lanata (Kunth) Benth.,NA,Poaceae,species,accepted,Anthaenantia lanata,Anthaenantia lanata,1,Prioridade 2
966,12992,Aristida capillacea Lam.,NA,Poaceae,species,accepted,Aristida capillacea,Aristida capillacea,1,Prioridade 2
967,13003,Aristida recurvata Kunth,NA,Poaceae,species,accepted,Aristida recurvata,Aristida recurvata,1,Prioridade 2
968,13004,Aristida riparia Trin.,NA,Poaceae,species,accepted,Aristida riparia,Aristida riparia,1,Prioridade 2
969,13006,Aristida setifolia Kunth,NA,Poaceae,species,accepted,Aristida setifolia,Aristida setifolia,1,Prioridade 2
970,13014,Arundinella hispida (Humb. & Bonpl. ex Willd.) Kuntze,NA,Poaceae,species,accepted,Arundinella hispida,Arundinella hispida,1,Prioridade 2
973,13034,Axonopus aureus P. Beauv.,NA,Poaceae,species,accepted,Axonopus aureus,Axonopus aureus,1,Prioridade 2
974,13036,Axonopus capillaris (Lam.) Chase,NA,Poaceae,species,accepted,Axonopus capillaris,Axonopus capillaris,1,Prioridade 2
975,32198,Axonopus comans (Trin. ex DÌ¦ll) Kuhlm.,NA,Poaceae,species,accepted,Axonopus comans,Axonopus comans,1,Prioridade 2
976,13045,Axonopus marginatus (Trin.) Chase,NA,Poaceae,species,accepted,Axonopus marginatus,Axonopus marginatus,1,Prioridade 2
990,86791,Brachiaria humidicola (Rendle) Schweick.,Urochloa humidicola (Rendle) Morrone & Zuloaga,Poaceae,species,synonym,Brachiaria humidicola,Brachiaria humidicola,1,Prioridade 2
1016,13075,Cenchrus ciliaris L.,NA,Poaceae,species,accepted,Cenchrus ciliaris,Cenchrus ciliaris,1,Prioridade 2
1017,129130,Cenchrus pedicellatus (Trin.) Morrone,NA,Poaceae,species,accepted,Cenchrus pedicellatus,Cenchrus pedicellatus,1,Prioridade 2
1018,129131,Cenchrus polystachios (L.) Morrone,NA,Poaceae,species,accepted,Cenchrus polystachios,Cenchrus polystachios,1,Prioridade 2
1075,32228,Elionurus muticus (Spreng.) Kuntze,NA,Poaceae,species,accepted,Elionurus muticus,Elionurus muticus,1,Prioridade 2
1084,13216,Eragrostis rufescens Schrad. ex Schult.,NA,Poaceae,species,accepted,Eragrostis rufescens,Eragrostis rufescens,1,Prioridade 2
1128,13272,Hyparrhenia rufa (Nees) Stapf,NA,Poaceae,species,accepted,Hyparrhenia rufa,Hyparrhenia rufa,1,Prioridade 2
1139,13280,Ichnanthus inconstans (Trin. ex Nees) DÌ¦ll,NA,Poaceae,species,accepted,Ichnanthus inconstans,Ichnanthus inconstans,1,Prioridade 2
1142,13290,Imperata brasiliensis Trin.,NA,Poaceae,species,accepted,Imperata brasiliensis,Imperata brasiliensis,1,Prioridade 2
1170,13357,Mesosetum loliiforme (Hochst.) Chase,NA,Poaceae,species,accepted,Mesosetum loliiforme,Mesosetum loliiforme,1,Prioridade 2
1189,13367,Olyra humilis Nees,NA,Poaceae,species,accepted,Olyra humilis,Olyra humilis,1,Prioridade 2
1194,20429,Panicum cervicatum Chase,NA,Poaceae,species,accepted,Panicum cervicatum,Panicum cervicatum,1,Prioridade 2
1195,13454,Paspalum dedeccae QuarÌ_n,NA,Poaceae,species,accepted,Paspalum dedeccae,Paspalum dedeccae,1,Prioridade 2
1196,13458,Paspalum ellipticum DÌ¦ll,NA,Poaceae,species,accepted,Paspalum ellipticum,Paspalum ellipticum,1,Prioridade 2
1197,13461,Paspalum eucomum Nees ex Trin.,NA,Poaceae,species,accepted,Paspalum eucomum,Paspalum eucomum,1,Prioridade 2
1198,13464,Paspalum flaccidum Nees,NA,Poaceae,species,accepted,Paspalum flaccidum,Paspalum flaccidum,1,Prioridade 2
1199,13480,Paspalum lineare Trin.,NA,Poaceae,species,accepted,Paspalum lineare,Paspalum lineare,1,Prioridade 2
1200,13507,Paspalum urvillei Steud.,NA,Poaceae,species,accepted,Paspalum urvillei,Paspalum urvillei,1,Prioridade 2
1244,20493,Schizachyrium condensatum (Kunth) Nees,NA,Poaceae,species,accepted,Schizachyrium condensatum,Schizachyrium condensatum,1,Prioridade 2
1273,32360,Sporobolus apiculatus Boechat & Longhi-Wagner,NA,Poaceae,species,accepted,Sporobolus apiculatus,Sporobolus apiculatus,1,Prioridade 2
1274,13629,Steinchisma decipiens (Nees ex Trin.) W.V.Br.,NA,Poaceae,species,accepted,Steinchisma decipiens,Steinchisma decipiens,1,Prioridade 2
1294,13657,Trachypogon spicatus (L.f.) Kuntze,NA,Poaceae,species,accepted,Trachypogon spicatus,Trachypogon spicatus,1,Prioridade 2
1296,20511,Tridens flaccidus (DÌ¦ll) Parodi,NA,Poaceae,species,accepted,Tridens flaccidus,Tridens flaccidus,1,Prioridade 2
971,127257,Asemeia hebeclada (DC.) J.F.B.Pastore & J.R.Abbott,NA,Polygalaceae,species,accepted,Asemeia hebeclada,Asemeia hebeclada,1,Prioridade 2
972,127258,Asemeia violacea (Aubl.) J.F.B.Pastore & J.R.Abbott,NA,Polygalaceae,species,accepted,Asemeia violacea,Asemeia violacea,1,Prioridade 2
1004,126473,Caamembeca ulei (Taub.) J.F.B.Pastore,NA,Polygalaceae,species,accepted,Caamembeca ulei,Caamembeca ulei,1,Prioridade 2
1180,32402,Moutabea excoriata Mart. ex Miq.,NA,Polygalaceae,species,accepted,Moutabea excoriata,Moutabea excoriata,1,Prioridade 2
1246,20591,Securidaca diversifolia (L.) S.F.Blake,NA,Polygalaceae,species,accepted,Securidaca diversifolia,Securidaca diversifolia,1,Prioridade 2
1074,13742,Eichhornia crassipes (Mart.) Solms,NA,Pontederiaceae,species,accepted,Eichhornia crassipes,Eichhornia crassipes,1,Prioridade 2
1099,13782,Euplassa inaequalis (Pohl) Engl.,NA,Proteaceae,species,accepted,Euplassa inaequalis,Euplassa inaequalis,1,Prioridade 2
1232,104848,Roupala montana var. brasiliensis (Klotzsch) K.S.Edwards,NA,Proteaceae,variety,accepted,Roupala montana var. brasiliensis,Roupala montana var. brasiliensis,1,Prioridade 2
1233,20680,Rubus urticifolius Poir.,NA,Rosaceae,species,accepted,Rubus urticifolius,Rubus urticifolius,1,Prioridade 2
955,20682,Alibertia edulis (Rich.) A.Rich.,NA,Rubiaceae,species,accepted,Alibertia edulis,Alibertia edulis,1,Prioridade 2
958,13829,Amaioua guianensis Aubl.,NA,Rubiaceae,species,accepted,Amaioua guianensis,Amaioua guianensis,1,Prioridade 2
1030,13857,Chiococca nitida Benth.,NA,Rubiaceae,species,accepted,Chiococca nitida,Chiococca nitida,1,Prioridade 2
1042,13891,Cordiera concolor (Cham.) Kuntze,NA,Rubiaceae,species,accepted,Cordiera concolor,Cordiera concolor,1,Prioridade 2
1043,13902,Coussarea hydrangeifolia (Benth.) MÌ_ll.Arg.,NA,Rubiaceae,species,accepted,Coussarea hydrangeifolia,Coussarea hydrangeifolia,1,Prioridade 2
1057,13918,Declieuxia cordigera Mart. & Zucc. ex Schult. & Schult.f.,NA,Rubiaceae,species,accepted,Declieuxia cordigera,Declieuxia cordigera,1,Prioridade 2
