numero,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,Species,Freq_ITS_genbank,Prioridade
1688,,Achyrocline albicans Griseb.,nova,Asteraceae,,,,,?,?
1690,,Calea multiplinervia,nova,Asteraceae,,,,,?,?
1694,,Lychnophora ericoides,nova,Asteraceae,,,,,?,?
1696,,Mimosa distans,nova,Fabaceae,,,,,?,?
1705,,Tachigali vulgaris,nova,Fabaceae,,,,,?,?
1700,,Passovia pedunculata,nova,Loranthaceae,,,,,?,?
1689,,Byrsonima subterranea,nova,Malpighiaceae,,,,,?,?
1706,,Tetrapterys ramiflora,nova,Malpighiaceae,,,,,?,?
1691,,Ceiba pubiflora,nova,Malvaceae,,,,,?,?
1695,,Miconia rubiginosa,nova,Melastomataceae,,,,,?,?
1704,,Stenodon suberosus,não ocorre IBGE,Melastomataceae,,,,,?,?
1692,,Eugenia calycina,nova,Myrtaceae,,,,,?,?
1693,,Eugenia langsdorffii,nova,Myrtaceae,,,,,?,?
1697,,Myrcia decrescens,nova,Myrtaceae,,,,,?,?
1698,,Myrcia myrtillifolia,nova,Myrtaceae,,,,,?,?
1699,,Myrciaria cuspidata,nova,Myrtaceae,,,,,?,?
1701,,Psidium bergianum,nova,Myrtaceae,,,,,?,?
1702,,Psidium myrsinites,nova,Myrtaceae,,accepted,,,?,?
,,Triplaris gardneriana,nova,Polygonaceae,,,,,?,?
1703,,Solanum falciforme,nova,Solanaceae,,,,,?,?
247,26230,Justicia pycnophylla Lindau,NA,Acanthaceae,species,accepted,Justicia pycnophylla,Justicia pycnophylla,0,Prioridade 1
248,26235,Justicia sarothroides Lindau,NA,Acanthaceae,species,accepted,Justicia sarothroides,Justicia sarothroides,0,Prioridade 1
249,26241,Justicia warmingii Hiern,NA,Acanthaceae,species,accepted,Justicia warmingii,Justicia warmingii,0,Prioridade 1
250,26244,Lepidagathis cyanea (Leonard) Kameyama,NA,Acanthaceae,species,accepted,Lepidagathis cyanea,Lepidagathis cyanea,0,Prioridade 1
251,26245,Lepidagathis floribunda (Pohl) Kameyama,NA,Acanthaceae,species,accepted,Lepidagathis floribunda,Lepidagathis floribunda,0,Prioridade 1
252,4181,Mendoncia mollis Lindau,NA,Acanthaceae,species,accepted,Mendoncia mollis,Mendoncia mollis,0,Prioridade 1
253,26261,Ruellia dissitifolia (Nees) Hiern,NA,Acanthaceae,species,accepted,Ruellia dissitifolia,Ruellia dissitifolia,0,Prioridade 1
255,15370,Ruellia nitens (Nees) Wassh.,NA,Acanthaceae,species,accepted,Ruellia nitens,Ruellia nitens,0,Prioridade 1
256,26281,Ruellia stenandrium Pohl ex Nees,NA,Acanthaceae,species,NA,Ruellia stenandrium,Ruellia stenandrium,0,Prioridade 1
257,26302,Stenandrium pohlii Nees,NA,Acanthaceae,species,accepted,Stenandrium pohlii,Stenandrium pohlii,0,Prioridade 1
3,4276,Sagittaria rhombifolia Cham.,NA,Alismataceae,species,accepted,Sagittaria rhombifolia,Sagittaria rhombifolia,0,Prioridade 1
4,4288,Alstroemeria longistyla Schenk,NA,Alstroemeriaceae,species,accepted,Alstroemeria longistyla,Alstroemeria longistyla,0,Prioridade 1
5,4291,Alstroemeria plantaginea Mart. ex Schult. & Schult.f.,NA,Alstroemeriaceae,species,accepted,Alstroemeria plantaginea,Alstroemeria plantaginea,JQ405035,Prioridade 1
258,4304,Alternanthera tenella Colla,NA,Amaranthaceae,species,accepted,Alternanthera tenella,Alternanthera tenella,0,Prioridade 1
260,103961,Gomphrena arborescens L.f.,NA,Amaranthaceae,species,accepted,Gomphrena arborescens,Gomphrena arborescens,0,Prioridade 1
261,26346,Gomphrena pohlii Moq.,NA,Amaranthaceae,species,accepted,Gomphrena pohlii,Gomphrena pohlii,0,Prioridade 1
262,15447,Gomphrena virgata Mart.,NA,Amaranthaceae,species,accepted,Gomphrena virgata,Gomphrena virgata,0,Prioridade 1
263,26352,Pfaffia denudata (Moq.) Kuntze,NA,Amaranthaceae,species,accepted,Pfaffia denudata,Pfaffia denudata,0,Prioridade 1
264,15450,Pfaffia jubata Mart.,NA,Amaranthaceae,species,accepted,Pfaffia jubata,Pfaffia jubata,0,Prioridade 1
265,25106,Pfaffia sericantha (Mart.) Pedersen,NA,Amaranthaceae,species,accepted,Pfaffia sericantha,Pfaffia sericantha,0,Prioridade 1
266,4332,Pfaffia tuberosa (Spreng.) Hicken,NA,Amaranthaceae,species,accepted,Pfaffia tuberosa,Pfaffia tuberosa,0,Prioridade 1
259,115681,Xerosiphon aphyllus (Pohl ex Moq.) Pedersen,NA,Amaranthaceae,species,accepted,Xerosiphon aphyllus,Xerosiphon aphyllus,0,Prioridade 1
6,4360,Hippeastrum glaucescens (Mart.) Herb.,NA,Amaryllidaceae,species,accepted,Hippeastrum glaucescens,Hippeastrum glaucescens,0,Prioridade 1
7,26367,Hippeastrum goianum (Ravenna) Meerow,NA,Amaryllidaceae,species,accepted,Hippeastrum goianum,Hippeastrum goianum,0,Prioridade 1
267,15463,Anacardium humile A.St.-Hil.,NA,Anacardiaceae,species,accepted,Anacardium humile,Anacardium humile,0,Prioridade 1
268,4384,Astronium fraxinifolium Schott,NA,Anacardiaceae,species,accepted,Astronium fraxinifolium,Astronium fraxinifolium,0,Prioridade 1
269,4385,Astronium graveolens Jacq.,NA,Anacardiaceae,species,accepted,Astronium graveolens,Astronium graveolens,0,Prioridade 1
270,26376,Astronium nelson-rosae Santin,NA,Anacardiaceae,species,accepted,Astronium nelson-rosae,Astronium nelson-rosae,0,Prioridade 1
271,4394,Myracrodruon urundeuva AllemÌ£o,NA,Anacardiaceae,species,accepted,Myracrodruon urundeuva,Myracrodruon urundeuva,0,Prioridade 1
272,4409,Tapirira obtusa (Benth.) J.D.Mitch.,NA,Anacardiaceae,species,accepted,Tapirira obtusa,Tapirira obtusa,0,Prioridade 1
273,117092,Annona crassiflora Mart.,NA,Annonaceae,species,accepted,Annona crassiflora,Annona crassiflora,0,Prioridade 1
274,117254,Annona monticola Mart.,NA,Annonaceae,species,accepted,Annona monticola,Annona monticola,0,Prioridade 1
275,117257,Annona muricata L.,NA,Annonaceae,species,accepted,Annona muricata,Annona muricata,0,Prioridade 1
276,117276,Annona tomentosa R.E.Fr.,NA,Annonaceae,species,accepted,Annona tomentosa,Annona tomentosa,0,Prioridade 1
277,117278,Annona warmingiana Mello-Silva & Pirani,NA,Annonaceae,species,accepted,Annona warmingiana,Annona warmingiana,0,Prioridade 1
278,110276,Cardiopetalum calophyllum Schltdl.,NA,Annonaceae,species,accepted,Cardiopetalum calophyllum,Cardiopetalum calophyllum,0,Prioridade 1
279,110313,Duguetia furfuracea (A.St.-Hil.) Saff.,NA,Annonaceae,species,accepted,Duguetia furfuracea,Duguetia furfuracea,0,Prioridade 1
280,110453,Guatteria sellowiana Schltdl.,NA,Annonaceae,species,accepted,Guatteria sellowiana,Guatteria sellowiana,0,Prioridade 1
281,110557,Xylopia aromatica (Lam.) Mart.,NA,Annonaceae,species,accepted,Xylopia aromatica,Xylopia aromatica,0,Prioridade 1
282,110568,Xylopia emarginata Mart.,NA,Annonaceae,species,accepted,Xylopia emarginata,Xylopia emarginata,0,Prioridade 1
283,110583,Xylopia sericea A.St.-Hil.,NA,Annonaceae,species,accepted,Xylopia sericea,Xylopia sericea,0,Prioridade 1
284,103057,Apium leptophyllum (Pers.) F.Muell. ex Benth.,NA,Apiaceae,species,synonym,Apium leptophyllum,Apium leptophyllum,0,Prioridade 1
285,4516,Asclepias candida Vell.,NA,Apocynaceae,species,accepted,Asclepias candida,Asclepias candida,0,Prioridade 1
286,4525,Aspidosperma cylindrocarpon MÌ_ll.Arg.,NA,Apocynaceae,species,accepted,Aspidosperma cylindrocarpon,Aspidosperma cylindrocarpon,0,Prioridade 1
287,4526,Aspidosperma discolor A.DC.,NA,Apocynaceae,species,accepted,Aspidosperma discolor,Aspidosperma discolor,0,Prioridade 1
288,21888,Aspidosperma macrocarpon Mart. & Zucc.,NA,Apocynaceae,species,accepted,Aspidosperma macrocarpon,Aspidosperma macrocarpon,0,Prioridade 1
289,4529,Aspidosperma parvifolium A.DC.,NA,Apocynaceae,species,accepted,Aspidosperma parvifolium,Aspidosperma parvifolium,0,Prioridade 1
290,4534,Aspidosperma spruceanum Benth. ex MÌ_ll.Arg.,NA,Apocynaceae,species,accepted,Aspidosperma spruceanum,Aspidosperma spruceanum,0,Prioridade 1
291,4535,Aspidosperma subincanum Mart.,NA,Apocynaceae,species,accepted,Aspidosperma subincanum,Aspidosperma subincanum,0,Prioridade 1
292,15554,Aspidosperma tomentosum Mart.,NA,Apocynaceae,species,accepted,Aspidosperma tomentosum,Aspidosperma tomentosum,0,Prioridade 1
305,4613,Gyrostelma oxypetaloides E.Fourn.,NA,Apocynaceae,species,accepted,Gyrostelma oxypetaloides,Gyrostelma oxypetaloides,0,Prioridade 1
293,15558,Hancornia speciosa Gomes,NA,Apocynaceae,species,accepted,Hancornia speciosa,Hancornia speciosa,MK039538,Prioridade 1
294,15563,Himatanthus obovatus (MÌ_ll. Arg.) Woodson,NA,Apocynaceae,species,accepted,Himatanthus obovatus,Himatanthus obovatus,0,Prioridade 1
295,4628,Jobinia lindbergii E.Fourn.,NA,Apocynaceae,species,accepted,Jobinia lindbergii,Jobinia lindbergii,0,Prioridade 1
298,4655,Mandevilla coccinea (Hook. & Arn.) Woodson,NA,Apocynaceae,species,accepted,Mandevilla coccinea,Mandevilla coccinea,0,Prioridade 1
299,4661,Mandevilla hirsuta (A.Rich.) K.Schum.,NA,Apocynaceae,species,accepted,Mandevilla hirsuta,Mandevilla hirsuta,0,Prioridade 1
300,4662,Mandevilla illustris (Vell.) Woodson,NA,Apocynaceae,species,accepted,Mandevilla illustris,Mandevilla illustris,0,Prioridade 1
296,33706,Mandevilla longiflora (Desf.) Pichon,NA,Apocynaceae,species,accepted,Mandevilla longiflora,Mandevilla longiflora,0,Prioridade 1
301,26462,Mandevilla myriophyllum (Taub.) Woodson,NA,Apocynaceae,species,NA,Mandevilla myriophyllum,Mandevilla myriophyllum,0,Prioridade 1
302,15584,Mandevilla novocapitalis Markgr.,NA,Apocynaceae,species,accepted,Mandevilla novocapitalis,Mandevilla novocapitalis,0,Prioridade 1
303,4671,Mandevilla pohliana (Stadelm.) A.H.Gentry,NA,Apocynaceae,species,accepted,Mandevilla pohliana,Mandevilla pohliana,0,Prioridade 1
304,15585,Mandevilla rugosa (Benth.) Woodson,NA,Apocynaceae,species,accepted,Mandevilla rugosa,Mandevilla rugosa,0,Prioridade 1
297,33719,Mandevilla velame (A.St.-Hil.) Pichon,NA,Apocynaceae,species,accepted,Mandevilla velame,Mandevilla velame,0,Prioridade 1
306,15592,Odontadenia lutea (Vell.) Markgr.,NA,Apocynaceae,species,accepted,Odontadenia lutea,Odontadenia lutea,0,Prioridade 1
307,4748,Oxypetalum capitatum Mart.,NA,Apocynaceae,species,accepted,Oxypetalum capitatum,Oxypetalum capitatum,0,Prioridade 1
308,4758,Oxypetalum erectum Mart.,NA,Apocynaceae,species,accepted,Oxypetalum erectum,Oxypetalum erectum,0,Prioridade 1
309,4791,Oxypetalum pachygynum Decne.,NA,Apocynaceae,species,accepted,Oxypetalum pachygynum,Oxypetalum pachygynum,0,Prioridade 1
310,4804,Oxypetalum strictum Mart.,NA,Apocynaceae,species,accepted,Oxypetalum strictum,Oxypetalum strictum,0,Prioridade 1
311,4809,Oxypetalum warmingii (E.Fourn.) Fontella & Marquete,NA,Apocynaceae,species,accepted,Oxypetalum warmingii,Oxypetalum warmingii,0,Prioridade 1
312,4812,Peltastes peltatus (Vell.) Woodson,NA,Apocynaceae,species,accepted,Peltastes peltatus,Peltastes peltatus,KY483925,Prioridade 1
313,26474,Prestonia erecta (Malme) J.F.Morales,NA,Apocynaceae,species,accepted,Prestonia erecta,Prestonia erecta,0,Prioridade 1
314,4861,Tabernaemontana catharinensis A.DC.,NA,Apocynaceae,species,accepted,Tabernaemontana catharinensis,Tabernaemontana catharinensis,0,Prioridade 1
315,4870,Tassadia propinqua Decne.,NA,Apocynaceae,species,accepted,Tassadia propinqua,Tassadia propinqua,0,Prioridade 1
834,87387,Pilostyles blanchetii (Gardner) R.Br.,NA,Apodanthaceae,species,accepted,Pilostyles blanchetii,Pilostyles blanchetii,0,Prioridade 1
316,4888,Ilex conocarpa Reissek,NA,Aquifoliaceae,species,accepted,Ilex conocarpa,Ilex conocarpa,0,Prioridade 1
317,4910,Ilex theezans Mart. ex Reissek,NA,Aquifoliaceae,species,accepted,Ilex theezans,Ilex theezans,0,Prioridade 1
8,4986,Asterostigma cryptostylum Bogner,NA,Araceae,species,accepted,Asterostigma cryptostylum,Asterostigma cryptostylum,0,Prioridade 1
9,26516,Philodendron flumineum E.G.GonÌ¤.,NA,Araceae,species,accepted,Philodendron flumineum,Philodendron flumineum,0,Prioridade 1
10,26517,Philodendron guaraense E.G.GonÌ¤.,NA,Araceae,species,accepted,Philodendron guaraense,Philodendron guaraense,0,Prioridade 1
11,25180,Philodendron uliginosum Mayo,NA,Araceae,species,accepted,Philodendron uliginosum,Philodendron uliginosum,0,Prioridade 1
12,15653,Xanthosoma pentaphyllum Engl.,NA,Araceae,species,accepted,Xanthosoma pentaphyllum,Xanthosoma pentaphyllum,0,Prioridade 1
13,22070,Xanthosoma striatipes (Kunth & BouchÌ©) Madison,NA,Araceae,species,accepted,Xanthosoma striatipes,Xanthosoma striatipes,0,Prioridade 1
14,15668,Allagoptera campestris (Mart.) Kuntze,NA,Arecaceae,species,accepted,Allagoptera campestris,Allagoptera campestris,0,Prioridade 1
15,26573,Butia archeri (Glassman) Glassman,NA,Arecaceae,species,accepted,Butia archeri,Butia archeri,0,Prioridade 1
16,43926,Butia leiospatha (Barb.Rodr.) Becc.,NA,Arecaceae,species,NA,Butia leiospatha,Butia leiospatha,0,Prioridade 1
17,15712,Euterpe edulis Mart.,NA,Arecaceae,species,accepted,Euterpe edulis,Euterpe edulis,0,Prioridade 1
18,15716,Geonoma brevispatha Barb.Rodr.,NA,Arecaceae,species,accepted,Geonoma brevispatha,Geonoma brevispatha,0,Prioridade 1
19,15723,Mauritia flexuosa L.f.,NA,Arecaceae,species,accepted,Mauritia flexuosa,Mauritia flexuosa,0,Prioridade 1
20,15725,Mauritiella armata (Mart.) Burret,NA,Arecaceae,species,accepted,Mauritiella armata,Mauritiella armata,0,Prioridade 1
21,15735,Syagrus comosa (Mart.) Mart.,NA,Arecaceae,species,accepted,Syagrus comosa,Syagrus comosa,0,Prioridade 1
22,15737,Syagrus flexuosa (Mart.) Becc.,NA,Arecaceae,species,accepted,Syagrus flexuosa,Syagrus flexuosa,0,Prioridade 1
23,15742,Syagrus oleracea (Mart.) Becc.,NA,Arecaceae,species,accepted,Syagrus oleracea,Syagrus oleracea,0,Prioridade 1
24,15745,Syagrus romanzoffiana (Cham.) Glassman,NA,Arecaceae,species,accepted,Syagrus romanzoffiana,Syagrus romanzoffiana,0,Prioridade 1
318,15758,Aristolochia labiata Willd.,NA,Aristolochiaceae,species,accepted,Aristolochia labiata,Aristolochia labiata,0,Prioridade 1
1,112049,Furcraea foetida (L.) Haw.,NA,Asparagaceae,species,accepted,Furcraea foetida,Furcraea foetida,0,Prioridade 1
2,112106,Herreria salsaparilha Mart.,NA,Asparagaceae,species,accepted,Herreria salsaparilha,Herreria salsaparilha,0,Prioridade 1
409,126126,Aldama filifolia (Sch.Bip. ex Baker) E.E.Schill. & Panero,NA,Asteraceae,species,accepted,Aldama filifolia,Aldama filifolia,0,Prioridade 1
410,126130,Aldama grandiflora (Gardner) E.E.Schill. & Panero,NA,Asteraceae,species,accepted,Aldama grandiflora,Aldama grandiflora,0,Prioridade 1
408,126132,Aldama kunthiana (Gardner) E.E.Schill. & Panero,NA,Asteraceae,species,accepted,Aldama kunthiana,Aldama kunthiana,0,Prioridade 1
411,126134,Aldama linearifolia (Chodat) E.E.Schill. & Panero,NA,Asteraceae,species,accepted,Aldama linearifolia,Aldama linearifolia,0,Prioridade 1
413,126142,Aldama robusta (Gardner) E.E.Schill. & Panero,NA,Asteraceae,species,accepted,Aldama robusta,Aldama robusta,0,Prioridade 1
414,126145,Aldama squalida (S.Moore) E.E.Schill. & Panero,NA,Asteraceae,species,accepted,Aldama squalida,Aldama squalida,0,Prioridade 1
319,26796,Aspilia attenuata (Gardner) Baker,NA,Asteraceae,species,accepted,Aspilia attenuata,Aspilia attenuata,0,Prioridade 1
320,26814,Aspilia foliacea (Spreng.) Baker,NA,Asteraceae,species,accepted,Aspilia foliacea,Aspilia foliacea,0,Prioridade 1
321,26816,Aspilia glaziovii Baker,NA,Asteraceae,species,accepted,Aspilia glaziovii,Aspilia glaziovii,0,Prioridade 1
322,26831,Aspilia platyphylla (Baker) S.F.Blake,NA,Asteraceae,species,accepted,Aspilia platyphylla,Aspilia platyphylla,0,Prioridade 1
323,5180,Baccharis erigeroides DC.,NA,Asteraceae,species,accepted,Baccharis erigeroides,Baccharis erigeroides,0,Prioridade 1
324,5184,Baccharis gracilis DC.,NA,Asteraceae,species,accepted,Baccharis gracilis,Baccharis gracilis,0,Prioridade 1
325,26859,Baccharis humilis Sch.Bip. ex Baker,NA,Asteraceae,species,accepted,Baccharis humilis,Baccharis humilis,0,Prioridade 1
331,5200,Baccharis linearifolia (Lam.) Pers.,NA,Asteraceae,species,accepted,Baccharis linearifolia,Baccharis linearifolia,0,Prioridade 1
326,25210,Baccharis orbignyana Klatt,NA,Asteraceae,species,accepted,Baccharis orbignyana,Baccharis orbignyana,0,Prioridade 1
327,5242,Baccharis retusa DC.,NA,Asteraceae,species,accepted,Baccharis retusa,Baccharis retusa,0,Prioridade 1
328,5255,Baccharis subdentata DC.,NA,Asteraceae,species,accepted,Baccharis subdentata,Baccharis subdentata,0,Prioridade 1
329,5257,Baccharis tridentata Vahl,NA,Asteraceae,species,accepted,Baccharis tridentata,Baccharis tridentata,0,Prioridade 1
330,5258,Baccharis trinervis Pers.,NA,Asteraceae,species,accepted,Baccharis trinervis,Baccharis trinervis,0,Prioridade 1
332,114867,Calea cuneifolia DC.,NA,Asteraceae,species,accepted,Calea cuneifolia,Calea cuneifolia,0,Prioridade 1
333,124664,Calea hymenolepis Baker,NA,Asteraceae,species,accepted,Calea hymenolepis,Calea hymenolepis,0,Prioridade 1
334,114908,Calea lantanoides Gardner,NA,Asteraceae,species,accepted,Calea lantanoides,Calea lantanoides,0,Prioridade 1
335,116549,Calea mediterranea (Vell.) Pruski,NA,Asteraceae,species,accepted,Calea mediterranea,Calea mediterranea,0,Prioridade 1
336,26946,Chresta curumbensis (Philipson) H.Rob.,NA,Asteraceae,species,accepted,Chresta curumbensis,Chresta curumbensis,0,Prioridade 1
337,26959,Chromolaena chaseae (B.L.Rob.) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Chromolaena chaseae,Chromolaena chaseae,0,Prioridade 1
338,26988,Chromolaena vindex (DC.) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Chromolaena vindex,Chromolaena vindex,0,Prioridade 1
359,101586,Chrysolaena desertorum (Mart. ex DC.) Dematt.,NA,Asteraceae,species,accepted,Chrysolaena desertorum,Chrysolaena desertorum,0,Prioridade 1
339,104805,Chrysolaena obovata (Less.) Dematt.,NA,Asteraceae,species,accepted,Chrysolaena obovata,Chrysolaena obovata,0,Prioridade 1
340,16067,Clibadium armani (Balb.) Sch.Bip. ex O.E.Schulz,NA,Asteraceae,species,accepted,Clibadium armani,Clibadium armani,0,Prioridade 1
341,103223,Conyza canadensis (L.) Cronquist,NA,Asteraceae,species,accepted,Conyza canadensis,Conyza canadensis,0,Prioridade 1
342,27033,Disynaphia halimifolia (DC.) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Disynaphia halimifolia,Disynaphia halimifolia,0,Prioridade 1
343,27041,Echinocoryne pungens (Gardner) H.Rob.,NA,Asteraceae,species,accepted,Echinocoryne pungens,Echinocoryne pungens,0,Prioridade 1
344,27049,Elephantopus elongatus Gardner,NA,Asteraceae,species,accepted,Elephantopus elongatus,Elephantopus elongatus,0,Prioridade 1
346,16100,Elephantopus riparius Gardner,NA,Asteraceae,species,accepted,Elephantopus riparius,Elephantopus riparius,0,Prioridade 1
347,16102,Eleutheranthera ruderalis (Sw.) Sch.Bip.,NA,Asteraceae,species,accepted,Eleutheranthera ruderalis,Eleutheranthera ruderalis,0,Prioridade 1
348,27052,Erechtites goyazensis (Gardner) Cabrera,NA,Asteraceae,species,accepted,Erechtites goyazensis,Erechtites goyazensis,0,Prioridade 1
349,27054,Eremanthus argenteus MacLeish & H.Schumach.,NA,Asteraceae,species,accepted,Eremanthus argenteus,Eremanthus argenteus,0,Prioridade 1
350,5326,Gochnatia pulchra Cabrera,NA,Asteraceae,species,synonym,Gochnatia pulchra,Gochnatia pulchra,0,Prioridade 1
351,27079,Grazielia gaudichaudeana (DC.) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Grazielia gaudichaudeana,Grazielia gaudichaudeana,0,Prioridade 1
352,27089,Heterocondylus decipiens (Baker) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Heterocondylus decipiens,Heterocondylus decipiens,0,Prioridade 1
353,27107,Ichthyothere integrifolia (DC.) Baker,NA,Asteraceae,species,accepted,Ichthyothere integrifolia,Ichthyothere integrifolia,0,Prioridade 1
354,27118,Inulopsis camporum (Gardner) G.L.Nesom,NA,Asteraceae,species,accepted,Inulopsis camporum,Inulopsis camporum,0,Prioridade 1
355,27163,Lessingianthus argyrophyllus (Less.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus argyrophyllus,Lessingianthus argyrophyllus,0,Prioridade 1
356,27168,Lessingianthus brevipetiolatus (Sch.Bip. ex Baker) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus brevipetiolatus,Lessingianthus brevipetiolatus,0,Prioridade 1
357,27176,Lessingianthus compactiflorus (Mart. ex Baker) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus compactiflorus,Lessingianthus compactiflorus,0,Prioridade 1
358,27178,Lessingianthus coriaceus (Less.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus coriaceus,Lessingianthus coriaceus,0,Prioridade 1
360,27181,Lessingianthus durus (Mart. ex DC.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus durus,Lessingianthus durus,0,Prioridade 1
361,27182,Lessingianthus eitenii (H.Rob.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus eitenii,Lessingianthus eitenii,0,Prioridade 1
362,27183,Lessingianthus elegans (Gardner) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus elegans,Lessingianthus elegans,0,Prioridade 1
363,27184,Lessingianthus erythrophilus (DC.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus erythrophilus,Lessingianthus erythrophilus,0,Prioridade 1
364,27197,Lessingianthus lacunosus (Mart. ex DC.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus lacunosus,Lessingianthus lacunosus,0,Prioridade 1
365,27198,Lessingianthus laevigatus (Mart. ex DC.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus laevigatus,Lessingianthus laevigatus,0,Prioridade 1
366,27199,Lessingianthus ligulifolius (Mart. ex DC.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus ligulifolius,Lessingianthus ligulifolius,0,Prioridade 1
367,27216,Lessingianthus psilophyllus (DC.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus psilophyllus,Lessingianthus psilophyllus,0,Prioridade 1
368,27217,Lessingianthus pulverulentus (Baker) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus pulverulentus,Lessingianthus pulverulentus,0,Prioridade 1
369,27226,Lessingianthus secundus (Sch.Bip. ex Baker) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus secundus,Lessingianthus secundus,0,Prioridade 1
370,27234,Lessingianthus venosissimus (Sch.Bip. ex Baker) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus venosissimus,Lessingianthus venosissimus,0,Prioridade 1
371,27236,Lessingianthus virgulatus (Mart. ex DC.) H.Rob.,NA,Asteraceae,species,accepted,Lessingianthus virgulatus,Lessingianthus virgulatus,0,Prioridade 1
372,5345,Mikania acuminata DC.,NA,Asteraceae,species,accepted,Mikania acuminata,Mikania acuminata,0,Prioridade 1
373,5452,Mikania cynanchifolia Hook. & Arn. ex B.L.Rob.,NA,Asteraceae,species,accepted,Mikania cynanchifolia,Mikania cynanchifolia,0,Prioridade 1
374,5394,Mikania linearifolia DC.,NA,Asteraceae,species,accepted,Mikania linearifolia,Mikania linearifolia,0,Prioridade 1
375,27275,Mikania microcephala DC.,NA,Asteraceae,species,accepted,Mikania microcephala,Mikania microcephala,0,Prioridade 1
376,5398,Mikania microdonta DC.,NA,Asteraceae,species,accepted,Mikania microdonta,Mikania microdonta,0,Prioridade 1
377,5459,Mikania officinalis Mart.,NA,Asteraceae,species,accepted,Mikania officinalis,Mikania officinalis,0,Prioridade 1
378,27282,Mikania pohlii (Baker) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Mikania pohlii,Mikania pohlii,0,Prioridade 1
379,5420,Mikania populifolia Gardner,NA,Asteraceae,species,accepted,Mikania populifolia,Mikania populifolia,0,Prioridade 1
380,16210,Mikania psilostachya DC.,NA,Asteraceae,species,accepted,Mikania psilostachya,Mikania psilostachya,0,Prioridade 1
381,27285,Mikania purpurascens (Baker) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Mikania purpurascens,Mikania purpurascens,0,Prioridade 1
382,5422,Mikania ramosissima Gardner,NA,Asteraceae,species,accepted,Mikania ramosissima,Mikania ramosissima,0,Prioridade 1
383,5428,Mikania salviifolia Gardner,NA,Asteraceae,species,accepted,Mikania salviifolia,Mikania salviifolia,0,Prioridade 1
384,16212,Mikania sessilifolia DC.,NA,Asteraceae,species,accepted,Mikania sessilifolia,Mikania sessilifolia,0,Prioridade 1
385,27289,Mikania smilacina DC.,NA,Asteraceae,species,accepted,Mikania smilacina,Mikania smilacina,0,Prioridade 1
386,5480,Piptocarpha macropoda (DC.) Baker,NA,Asteraceae,species,accepted,Piptocarpha macropoda,Piptocarpha macropoda,0,Prioridade 1
387,22233,Piptocarpha opaca (Benth.) Baker,NA,Asteraceae,species,accepted,Piptocarpha opaca,Piptocarpha opaca,0,Prioridade 1
388,27330,Praxelis capillaris (DC.) Sch.Bip.,NA,Asteraceae,species,accepted,Praxelis capillaris,Praxelis capillaris,0,Prioridade 1
389,27331,Praxelis grandiflora (DC.) Sch.Bip.,NA,Asteraceae,species,accepted,Praxelis grandiflora,Praxelis grandiflora,0,Prioridade 1
345,22239,Pseudelephantopus spiralis Cronquist,NA,Asteraceae,species,accepted,Pseudelephantopus spiralis,Pseudelephantopus spiralis,0,Prioridade 1
390,16278,Pterocaulon alopecuroides (Lam.) DC.,NA,Asteraceae,species,accepted,Pterocaulon alopecuroides,Pterocaulon alopecuroides,0,Prioridade 1
391,27347,Riencourtia oblongifolia Gardner,NA,Asteraceae,species,accepted,Riencourtia oblongifolia,Riencourtia oblongifolia,0,Prioridade 1
392,5503,Solidago chilensis Meyen,NA,Asteraceae,species,accepted,Solidago chilensis,Solidago chilensis,0,Prioridade 1
393,27380,Spilanthes nervosa Chodat,NA,Asteraceae,species,accepted,Spilanthes nervosa,Spilanthes nervosa,0,Prioridade 1
394,27381,Spilanthes urens Jacq.,NA,Asteraceae,species,accepted,Spilanthes urens,Spilanthes urens,0,Prioridade 1
395,27385,Stenocephalum apiculatum (Mart. ex DC.) Sch.Bip.,NA,Asteraceae,species,accepted,Stenocephalum apiculatum,Stenocephalum apiculatum,0,Prioridade 1
396,27394,Stevia collina Gardner,NA,Asteraceae,species,accepted,Stevia collina,Stevia collina,0,Prioridade 1
